session_id,user_id,crs1,crs2,vote
2024-09-13 00:13:45,8daae5d0-353b-477c-8187-a856180170db,crbcrs_redial,unicrs_redial,unicrs_redial
2024-09-13 01:30:05,e2ee45c9-4974-44be-99a7-e4f04d1f7fbe,barcor_redial,crbcrs_redial,tie
2024-09-13 08:19:12,7ac99f08-ad3b-4dc8-b292-701b59fd4a05,unicrs_redial,barcor_redial,barcor_redial
2024-09-13 08:39:56,e50ebfee-e9e7-48f1-bffe-f785fe154641,chatgpt_redial,chatgpt_opendialkg,chatgpt_opendialkg
2024-09-13 09:34:17,87efc87d-39a6-46f4-8f51-0b80d023dcda,unicrs_opendialkg,unicrs_redial,unicrs_redial
2024-09-13 10:06:57,907f7356-ce58-48b1-8b5e-dbae408cca93,kbrd_redial,kbrd_opendialkg,tie
2024-09-13 10:31:18,b233cfc4-6657-42d8-9a28-0a464de24a87,kbrd_redial,kbrd_opendialkg,tie
2024-09-13 10:53:33,94bd941f-595e-4345-ab42-bec55cfd6b4b,kbrd_redial,kbrd_opendialkg,kbrd_opendialkg
2024-09-13 10:57:43,57ac2c8f-75fa-49ad-be36-574004b0c47a,unicrs_redial,unicrs_opendialkg,unicrs_opendialkg
2024-09-13 12:15:34,56759a2a-e597-41ec-85d5-e15bf9899ebf,kbrd_redial,kbrd_opendialkg,kbrd_redial
2024-09-13 12:45:57,f4e52cb8-a5e7-42be-8294-b61cdfcdf83d,kbrd_opendialkg,kbrd_redial,kbrd_redial
2024-09-13 12:56:06,d847452b-5b73-4cbf-a70f-e625c6cc0465,kbrd_redial,kbrd_opendialkg,tie
